dataset,query_mode,workload,query_id,method,seed,table,alias,predicate_count,actual_cardinality,estimated_cardinality,q_error,signed_log10_error,bias,source_sql_path
Hollywood200K,balanced_duckdb_pg_200k,JOB,27b,PostgreSQL,,link_type,lt,1,1,1,1.0,0.0,exact,queries/job/27b.sql
Hollywood200K,balanced_duckdb_pg_200k,JOB,27b,DuckDB,,movie_companies,mc,1,319455,155419,2.0554436716231606,-0.3129055796624974,under,queries/job/27b.sql
Hollywood200K,balanced_duckdb_pg_200k,JOB,27b,PostgreSQL,,movie_companies,mc,1,319455,320631,1.0036812696623938,0.0015958195785439678,over,queries/job/27b.sql
Hollywood200K,balanced_duckdb_pg_200k,JOB,27b,DuckDB,,movie_info,mi,1,136079,1078499,7.925535901939314,0.8990286376262344,over,queries/job/27b.sql
Hollywood200K,balanced_duckdb_pg_200k,JOB,27b,PostgreSQL,,movie_info,mi,1,136079,136536,1.0033583433152802,0.0014560663510381484,over,queries/job/27b.sql
Hollywood200K,balanced_duckdb_pg_200k,JOB,27b,DuckDB,,title,t,1,1521,3316,2.1801446416831034,0.33848530782523756,over,queries/job/27b.sql
Hollywood200K,balanced_duckdb_pg_200k,JOB,27b,PostgreSQL,,title,t,1,1521,1781,1.170940170940171,0.06853470541024514,over,queries/job/27b.sql
Hollywood200K,balanced_duckdb_pg_200k,JOB,27c,DuckDB,,comp_cast_type,cct1,1,1,1,1.0,0.0,exact,queries/job/27c.sql
Hollywood200K,balanced_duckdb_pg_200k,JOB,27c,PostgreSQL,,comp_cast_type,cct1,1,1,1,1.0,0.0,exact,queries/job/27c.sql
Hollywood200K,balanced_duckdb_pg_200k,JOB,27c,DuckDB,,comp_cast_type,cct2,1,2,1,2.0,-0.3010299956639812,under,queries/job/27c.sql
Hollywood200K,balanced_duckdb_pg_200k,JOB,27c,PostgreSQL,,comp_cast_type,cct2,1,2,1,2.0,-0.3010299956639812,under,queries/job/27c.sql
Hollywood200K,balanced_duckdb_pg_200k,JOB,27c,DuckDB,,company_name,cn,2,904,3600,3.982300884955752,0.600134070291924,over,queries/job/27c.sql
Hollywood200K,balanced_duckdb_pg_200k,JOB,27c,PostgreSQL,,company_name,cn,2,904,1453,1.6073008849557522,0.2060971838226582,over,queries/job/27c.sql
Hollywood200K,balanced_duckdb_pg_200k,JOB,27c,DuckDB,,company_type,ct,1,1,1,1.0,0.0,exact,queries/job/27c.sql
Hollywood200K,balanced_duckdb_pg_200k,JOB,27c,PostgreSQL,,company_type,ct,1,1,1,1.0,0.0,exact,queries/job/27c.sql
Hollywood200K,balanced_duckdb_pg_200k,JOB,27c,DuckDB,,keyword,k,1,1,2,2.0,0.3010299956639812,over,queries/job/27c.sql
Hollywood200K,balanced_duckdb_pg_200k,JOB,27c,PostgreSQL,,keyword,k,1,1,1,1.0,0.0,exact,queries/job/27c.sql
Hollywood200K,balanced_duckdb_pg_200k,JOB,27c,DuckDB,,link_type,lt,1,2,3,1.5,0.17609125905568124,over,queries/job/27c.sql
Hollywood200K,balanced_duckdb_pg_200k,JOB,27c,PostgreSQL,,link_type,lt,1,2,1,2.0,-0.3010299956639812,under,queries/job/27c.sql
Hollywood200K,balanced_duckdb_pg_200k,JOB,27c,DuckDB,,movie_companies,mc,1,319455,155419,2.0554436716231606,-0.3129055796624974,under,queries/job/27c.sql
Hollywood200K,balanced_duckdb_pg_200k,JOB,27c,PostgreSQL,,movie_companies,mc,1,319455,320631,1.0036812696623938,0.0015958195785439678,over,queries/job/27c.sql
Hollywood200K,balanced_duckdb_pg_200k,JOB,27c,DuckDB,,movie_info,mi,1,382454,1078499,2.819944359321644,0.4502405392846187,over,queries/job/27c.sql
Hollywood200K,balanced_duckdb_pg_200k,JOB,27c,PostgreSQL,,movie_info,mi,1,382454,385175,1.0071145810999493,0.0030788837696872815,over,queries/job/27c.sql
Hollywood200K,balanced_duckdb_pg_200k,JOB,27c,DuckDB,,title,t,1,18955,70291,3.7083091532577157,0.569175933120008,over,queries/job/27c.sql
Hollywood200K,balanced_duckdb_pg_200k,JOB,27c,PostgreSQL,,title,t,1,18955,19342,1.0204167765761012,0.008777590191115453,over,queries/job/27c.sql
Hollywood200K,balanced_duckdb_pg_200k,JOB,28a,DuckDB,,comp_cast_type,cct1,1,1,1,1.0,0.0,exact,queries/job/28a.sql
Hollywood200K,balanced_duckdb_pg_200k,JOB,28a,PostgreSQL,,comp_cast_type,cct1,1,1,1,1.0,0.0,exact,queries/job/28a.sql
Hollywood200K,balanced_duckdb_pg_200k,JOB,28a,DuckDB,,comp_cast_type,cct2,1,3,1,3.0,-0.4771212547196625,under,queries/job/28a.sql
Hollywood200K,balanced_duckdb_pg_200k,JOB,28a,PostgreSQL,,comp_cast_type,cct2,1,3,3,1.0,0.0,exact,queries/job/28a.sql
Hollywood200K,balanced_duckdb_pg_200k,JOB,28a,DuckDB,,company_name,cn,1,9846,3600,2.735,-0.4369573306694496,under,queries/job/28a.sql
Hollywood200K,balanced_duckdb_pg_200k,JOB,28a,PostgreSQL,,company_name,cn,1,9846,9846,1.0,0.0,exact,queries/job/28a.sql
Hollywood200K,balanced_duckdb_pg_200k,JOB,28a,DuckDB,,info_type,it1,1,1,2,2.0,0.3010299956639812,over,queries/job/28a.sql
Hollywood200K,balanced_duckdb_pg_200k,JOB,28a,PostgreSQL,,info_type,it1,1,1,1,1.0,0.0,exact,queries/job/28a.sql
Hollywood200K,balanced_duckdb_pg_200k,JOB,28a,DuckDB,,info_type,it2,1,1,2,2.0,0.3010299956639812,over,queries/job/28a.sql
Hollywood200K,balanced_duckdb_pg_200k,JOB,28a,PostgreSQL,,info_type,it2,1,1,1,1.0,0.0,exact,queries/job/28a.sql
Hollywood200K,balanced_duckdb_pg_200k,JOB,28a,DuckDB,,keyword,k,1,4,4351,1087.75,3.0365290919647547,over,queries/job/28a.sql
Hollywood200K,balanced_duckdb_pg_200k,JOB,28a,PostgreSQL,,keyword,k,1,4,4,1.0,0.0,exact,queries/job/28a.sql
Hollywood200K,balanced_duckdb_pg_200k,JOB,28a,DuckDB,,kind_type,kt,1,2,1,2.0,-0.3010299956639812,under,queries/job/28a.sql
Hollywood200K,balanced_duckdb_pg_200k,JOB,28a,PostgreSQL,,kind_type,kt,1,2,2,1.0,0.0,exact,queries/job/28a.sql
Hollywood200K,balanced_duckdb_pg_200k,JOB,28a,DuckDB,,movie_companies,mc,2,177329,155419,1.140973754817622,-0.05727565469956889,under,queries/job/28a.sql
Hollywood200K,balanced_duckdb_pg_200k,JOB,28a,PostgreSQL,,movie_companies,mc,2,177329,98987,1.791437259438108,-0.25320160270198444,under,queries/job/28a.sql
Hollywood200K,balanced_duckdb_pg_200k,JOB,28a,DuckDB,,movie_info,mi,1,245155,1078499,4.399253533478819,0.6433789915331131,over,queries/job/28a.sql
Hollywood200K,balanced_duckdb_pg_200k,JOB,28a,PostgreSQL,,movie_info,mi,1,245155,227389,1.0781304284727933,-0.03267130346626699,under,queries/job/28a.sql
Hollywood200K,balanced_duckdb_pg_200k,JOB,28a,DuckDB,,movie_info_idx,mi_idx,1,665837,140634,4.734537878464667,-0.675277595456061,under,queries/job/28a.sql
Hollywood200K,balanced_duckdb_pg_200k,JOB,28a,PostgreSQL,,movie_info_idx,mi_idx,1,671305,671865,1.000834196080768,0.0003621357295913158,over,queries/job/28a.sql
Hollywood200K,balanced_duckdb_pg_200k,JOB,28a,DuckDB,,title,t,1,351455,70291,5.0,-0.6989700043360187,under,queries/job/28a.sql
Hollywood200K,balanced_duckdb_pg_200k,JOB,28a,PostgreSQL,,title,t,1,351455,351455,1.0,0.0,exact,queries/job/28a.sql
Hollywood200K,balanced_duckdb_pg_200k,JOB,28b,DuckDB,,comp_cast_type,cct1,1,1,1,1.0,0.0,exact,queries/job/28b.sql
Hollywood200K,balanced_duckdb_pg_200k,JOB,28b,PostgreSQL,,comp_cast_type,cct1,1,1,1,1.0,0.0,exact,queries/job/28b.sql
Hollywood200K,balanced_duckdb_pg_200k,JOB,28b,DuckDB,,comp_cast_type,cct2,1,3,1,3.0,-0.4771212547196625,under,queries/job/28b.sql
Hollywood200K,balanced_duckdb_pg_200k,JOB,28b,PostgreSQL,,comp_cast_type,cct2,1,3,3,1.0,0.0,exact,queries/job/28b.sql
Hollywood200K,balanced_duckdb_pg_200k,JOB,28b,DuckDB,,company_name,cn,1,9846,3600,2.735,-0.4369573306694496,under,queries/job/28b.sql
Hollywood200K,balanced_duckdb_pg_200k,JOB,28b,PostgreSQL,,company_name,cn,1,9846,9846,1.0,0.0,exact,queries/job/28b.sql
Hollywood200K,balanced_duckdb_pg_200k,JOB,28b,DuckDB,,info_type,it1,1,1,2,2.0,0.3010299956639812,over,queries/job/28b.sql
Hollywood200K,balanced_duckdb_pg_200k,JOB,28b,PostgreSQL,,info_type,it1,1,1,1,1.0,0.0,exact,queries/job/28b.sql
Hollywood200K,balanced_duckdb_pg_200k,JOB,28b,DuckDB,,info_type,it2,1,1,2,2.0,0.3010299956639812,over,queries/job/28b.sql
Hollywood200K,balanced_duckdb_pg_200k,JOB,28b,PostgreSQL,,info_type,it2,1,1,1,1.0,0.0,exact,queries/job/28b.sql
Hollywood200K,balanced_duckdb_pg_200k,JOB,28b,DuckDB,,keyword,k,1,4,4351,1087.75,3.0365290919647547,over,queries/job/28b.sql
Hollywood200K,balanced_duckdb_pg_200k,JOB,28b,PostgreSQL,,keyword,k,1,4,4,1.0,0.0,exact,queries/job/28b.sql
Hollywood200K,balanced_duckdb_pg_200k,JOB,28b,DuckDB,,kind_type,kt,1,2,1,2.0,-0.3010299956639812,under,queries/job/28b.sql
Hollywood200K,balanced_duckdb_pg_200k,JOB,28b,PostgreSQL,,kind_type,kt,1,2,2,1.0,0.0,exact,queries/job/28b.sql
Hollywood200K,balanced_duckdb_pg_200k,JOB,28b,DuckDB,,movie_companies,mc,2,176168,155419,1.1335036256828315,-0.05442291362136155,under,queries/job/28b.sql
Hollywood200K,balanced_duckdb_pg_200k,JOB,28b,PostgreSQL,,movie_companies,mc,2,176168,98987,1.77970844656369,-0.2503488616237771,under,queries/job/28b.sql
Hollywood200K,balanced_duckdb_pg_200k,JOB,28b,DuckDB,,movie_info,mi,1,215809,1078499,4.997469985033062,0.6987501944112329,over,queries/job/28b.sql
Hollywood200K,balanced_duckdb_pg_200k,JOB,28b,PostgreSQL,,movie_info,mi,1,215809,205097,1.052228945328308,-0.022110244451690644,under,queries/job/28b.sql
Hollywood200K,balanced_duckdb_pg_200k,JOB,28b,DuckDB,,movie_info_idx,mi_idx,1,40787,140634,3.4480103954691446,0.5375685665169677,over,queries/job/28b.sql
Hollywood200K,balanced_duckdb_pg_200k,JOB,28b,PostgreSQL,,movie_info_idx,mi_idx,1,36790,36014,1.021547176098184,-0.009258427596979308,under,queries/job/28b.sql
Hollywood200K,balanced_duckdb_pg_200k,JOB,28b,DuckDB,,title,t,1,351455,70291,5.0,-0.6989700043360187,under,queries/job/28b.sql
Hollywood200K,balanced_duckdb_pg_200k,JOB,28b,PostgreSQL,,title,t,1,351455,351455,1.0,0.0,exact,queries/job/28b.sql
Hollywood200K,balanced_duckdb_pg_200k,JOB,28c,DuckDB,,comp_cast_type,cct1,1,1,1,1.0,0.0,exact,queries/job/28c.sql
Hollywood200K,balanced_duckdb_pg_200k,JOB,28c,PostgreSQL,,comp_cast_type,cct1,1,1,1,1.0,0.0,exact,queries/job/28c.sql
Hollywood200K,balanced_duckdb_pg_200k,JOB,28c,DuckDB,,comp_cast_type,cct2,1,1,1,1.0,0.0,exact,queries/job/28c.sql
Hollywood200K,balanced_duckdb_pg_200k,JOB,28c,PostgreSQL,,comp_cast_type,cct2,1,1,1,1.0,0.0,exact,queries/job/28c.sql
Hollywood200K,balanced_duckdb_pg_200k,JOB,28c,DuckDB,,company_name,cn,1,9846,3600,2.735,-0.4369573306694496,under,queries/job/28c.sql
Hollywood200K,balanced_duckdb_pg_200k,JOB,28c,PostgreSQL,,company_name,cn,1,9846,9846,1.0,0.0,exact,queries/job/28c.sql
Hollywood200K,balanced_duckdb_pg_200k,JOB,28c,DuckDB,,info_type,it1,1,1,2,2.0,0.3010299956639812,over,queries/job/28c.sql
Hollywood200K,balanced_duckdb_pg_200k,JOB,28c,PostgreSQL,,info_type,it1,1,1,1,1.0,0.0,exact,queries/job/28c.sql
Hollywood200K,balanced_duckdb_pg_200k,JOB,28c,DuckDB,,info_type,it2,1,1,2,2.0,0.3010299956639812,over,queries/job/28c.sql
Hollywood200K,balanced_duckdb_pg_200k,JOB,28c,PostgreSQL,,info_type,it2,1,1,1,1.0,0.0,exact,queries/job/28c.sql
Hollywood200K,balanced_duckdb_pg_200k,JOB,28c,DuckDB,,keyword,k,1,4,4351,1087.75,3.0365290919647547,over,queries/job/28c.sql
Hollywood200K,balanced_duckdb_pg_200k,JOB,28c,PostgreSQL,,keyword,k,1,4,4,1.0,0.0,exact,queries/job/28c.sql
Hollywood200K,balanced_duckdb_pg_200k,JOB,28c,DuckDB,,kind_type,kt,1,2,1,2.0,-0.3010299956639812,under,queries/job/28c.sql
Hollywood200K,balanced_duckdb_pg_200k,JOB,28c,PostgreSQL,,kind_type,kt,1,2,2,1.0,0.0,exact,queries/job/28c.sql
Hollywood200K,balanced_duckdb_pg_200k,JOB,28c,DuckDB,,movie_companies,mc,2,176168,155419,1.1335036256828315,-0.05442291362136155,under,queries/job/28c.sql
Hollywood200K,balanced_duckdb_pg_200k,JOB,28c,PostgreSQL,,movie_companies,mc,2,176168,98987,1.77970844656369,-0.2503488616237771,under,queries/job/28c.sql
Hollywood200K,balanced_duckdb_pg_200k,JOB,28c,DuckDB,,movie_info,mi,1,245155,1078499,4.399253533478819,0.6433789915331131,over,queries/job/28c.sql
Hollywood200K,balanced_duckdb_pg_200k,JOB,28c,PostgreSQL,,movie_info,mi,1,245155,227389,1.0781304284727933,-0.03267130346626699,under,queries/job/28c.sql
Hollywood200K,balanced_duckdb_pg_200k,JOB,28c,DuckDB,,movie_info_idx,mi_idx,1,665837,140634,4.734537878464667,-0.675277595456061,under,queries/job/28c.sql
Hollywood200K,balanced_duckdb_pg_200k,JOB,28c,PostgreSQL,,movie_info_idx,mi_idx,1,671305,671865,1.000834196080768,0.0003621357295913158,over,queries/job/28c.sql
Hollywood200K,balanced_duckdb_pg_200k,JOB,28c,DuckDB,,title,t,1,351455,70291,5.0,-0.6989700043360187,under,queries/job/28c.sql
Hollywood200K,balanced_duckdb_pg_200k,JOB,28c,PostgreSQL,,title,t,1,351455,351455,1.0,0.0,exact,queries/job/28c.sql
Hollywood200K,balanced_duckdb_pg_200k,JOB,29a,DuckDB,,comp_cast_type,cct1,1,1,1,1.0,0.0,exact,queries/job/29a.sql
Hollywood200K,balanced_duckdb_pg_200k,JOB,29a,PostgreSQL,,comp_cast_type,cct1,1,1,1,1.0,0.0,exact,queries/job/29a.sql
Hollywood200K,balanced_duckdb_pg_200k,JOB,29a,DuckDB,,comp_cast_type,cct2,1,1,1,1.0,0.0,exact,queries/job/29a.sql
Hollywood200K,balanced_duckdb_pg_200k,JOB,29a,PostgreSQL,,comp_cast_type,cct2,1,1,1,1.0,0.0,exact,queries/job/29a.sql
Hollywood200K,balanced_duckdb_pg_200k,JOB,29a,DuckDB,,char_name,chn,1,1,2,2.0,0.3010299956639812,over,queries/job/29a.sql
Hollywood200K,balanced_duckdb_pg_200k,JOB,29a,PostgreSQL,,char_name,chn,1,1,1,1.0,0.0,exact,queries/job/29a.sql
Hollywood200K,balanced_duckdb_pg_200k,JOB,29a,DuckDB,,cast_info,ci,1,1,942,942.0,2.9740509027928774,over,queries/job/29a.sql
Hollywood200K,balanced_duckdb_pg_200k,JOB,29a,PostgreSQL,,cast_info,ci,1,1,161,161.0,2.2068258760318495,over,queries/job/29a.sql
Hollywood200K,balanced_duckdb_pg_200k,JOB,29a,DuckDB,,company_name,cn,1,297,273,1.0879120879120878,-0.0365938022764563,under,queries/job/29a.sql
Hollywood200K,balanced_duckdb_pg_200k,JOB,29a,PostgreSQL,,company_name,cn,1,297,297,1.0,0.0,exact,queries/job/29a.sql
Hollywood200K,balanced_duckdb_pg_200k,JOB,29a,DuckDB,,info_type,it,1,1,2,2.0,0.3010299956639812,over,queries/job/29a.sql
Hollywood200K,balanced_duckdb_pg_200k,JOB,29a,PostgreSQL,,info_type,it,1,1,1,1.0,0.0,exact,queries/job/29a.sql
Hollywood200K,balanced_duckdb_pg_200k,JOB,29a,DuckDB,,info_type,it3,1,1,2,2.0,0.3010299956639812,over,queries/job/29a.sql
Hollywood200K,balanced_duckdb_pg_200k,JOB,29a,PostgreSQL,,info_type,it3,1,1,1,1.0,0.0,exact,queries/job/29a.sql
Hollywood200K,balanced_duckdb_pg_200k,JOB,29a,DuckDB,,keyword,k,1,1,2,2.0,0.3010299956639812,over,queries/job/29a.sql
Hollywood200K,balanced_duckdb_pg_200k,JOB,29a,PostgreSQL,,keyword,k,1,1,1,1.0,0.0,exact,queries/job/29a.sql
Hollywood200K,balanced_duckdb_pg_200k,JOB,29a,DuckDB,,movie_info,mi,2,17,1078499,63441.117647058825,4.8023708253763,over,queries/job/29a.sql
Hollywood200K,balanced_duckdb_pg_200k,JOB,29a,PostgreSQL,,movie_info,mi,2,17,521,30.647058823529413,1.4863888019212506,over,queries/job/29a.sql
Hollywood200K,balanced_duckdb_pg_200k,JOB,29a,DuckDB,,name,n,2,1,240000,240000.0,5.380211241711606,over,queries/job/29a.sql
Hollywood200K,balanced_duckdb_pg_200k,JOB,29a,PostgreSQL,,name,n,2,1,22,22.0,1.3424226808222062,over,queries/job/29a.sql
Hollywood200K,balanced_duckdb_pg_200k,JOB,29a,DuckDB,,role_type,rt,1,1,1,1.0,0.0,exact,queries/job/29a.sql
Hollywood200K,balanced_duckdb_pg_200k,JOB,29a,PostgreSQL,,role_type,rt,1,1,1,1.0,0.0,exact,queries/job/29a.sql
Hollywood200K,balanced_duckdb_pg_200k,JOB,29a,DuckDB,,title,t,2,1,3,3.0,0.47712125471966244,over,queries/job/29a.sql
Hollywood200K,balanced_duckdb_pg_200k,JOB,29a,PostgreSQL,,title,t,2,1,1,1.0,0.0,exact,queries/job/29a.sql
Hollywood200K,balanced_duckdb_pg_200k,JOB,29b,DuckDB,,comp_cast_type,cct1,1,1,1,1.0,0.0,exact,queries/job/29b.sql
Hollywood200K,balanced_duckdb_pg_200k,JOB,29b,PostgreSQL,,comp_cast_type,cct1,1,1,1,1.0,0.0,exact,queries/job/29b.sql
Hollywood200K,balanced_duckdb_pg_200k,JOB,29b,DuckDB,,comp_cast_type,cct2,1,1,1,1.0,0.0,exact,queries/job/29b.sql
Hollywood200K,balanced_duckdb_pg_200k,JOB,29b,PostgreSQL,,comp_cast_type,cct2,1,1,1,1.0,0.0,exact,queries/job/29b.sql
Hollywood200K,balanced_duckdb_pg_200k,JOB,29b,DuckDB,,char_name,chn,1,1,2,2.0,0.3010299956639812,over,queries/job/29b.sql
Hollywood200K,balanced_duckdb_pg_200k,JOB,29b,PostgreSQL,,char_name,chn,1,1,1,1.0,0.0,exact,queries/job/29b.sql
Hollywood200K,balanced_duckdb_pg_200k,JOB,29b,DuckDB,,cast_info,ci,1,1,942,942.0,2.9740509027928774,over,queries/job/29b.sql
Hollywood200K,balanced_duckdb_pg_200k,JOB,29b,PostgreSQL,,cast_info,ci,1,1,161,161.0,2.2068258760318495,over,queries/job/29b.sql
Hollywood200K,balanced_duckdb_pg_200k,JOB,29b,DuckDB,,company_name,cn,1,297,273,1.0879120879120878,-0.0365938022764563,under,queries/job/29b.sql
Hollywood200K,balanced_duckdb_pg_200k,JOB,29b,PostgreSQL,,company_name,cn,1,297,297,1.0,0.0,exact,queries/job/29b.sql
Hollywood200K,balanced_duckdb_pg_200k,JOB,29b,DuckDB,,info_type,it,1,1,2,2.0,0.3010299956639812,over,queries/job/29b.sql
Hollywood200K,balanced_duckdb_pg_200k,JOB,29b,PostgreSQL,,info_type,it,1,1,1,1.0,0.0,exact,queries/job/29b.sql
Hollywood200K,balanced_duckdb_pg_200k,JOB,29b,DuckDB,,info_type,it3,1,1,2,2.0,0.3010299956639812,over,queries/job/29b.sql
Hollywood200K,balanced_duckdb_pg_200k,JOB,29b,PostgreSQL,,info_type,it3,1,1,1,1.0,0.0,exact,queries/job/29b.sql
Hollywood200K,balanced_duckdb_pg_200k,JOB,29b,DuckDB,,keyword,k,1,1,2,2.0,0.3010299956639812,over,queries/job/29b.sql
Hollywood200K,balanced_duckdb_pg_200k,JOB,29b,PostgreSQL,,keyword,k,1,1,1,1.0,0.0,exact,queries/job/29b.sql
Hollywood200K,balanced_duckdb_pg_200k,JOB,29b,DuckDB,,movie_info,mi,1,9,1078499,119833.22222222222,5.078577237315249,over,queries/job/29b.sql
Hollywood200K,balanced_duckdb_pg_200k,JOB,29b,PostgreSQL,,movie_info,mi,1,9,260,28.88888888888889,1.460730838531493,over,queries/job/29b.sql
Hollywood200K,balanced_duckdb_pg_200k,JOB,29b,DuckDB,,name,n,2,1,240000,240000.0,5.380211241711606,over,queries/job/29b.sql
Hollywood200K,balanced_duckdb_pg_200k,JOB,29b,PostgreSQL,,name,n,2,1,22,22.0,1.3424226808222062,over,queries/job/29b.sql
Hollywood200K,balanced_duckdb_pg_200k,JOB,29b,DuckDB,,role_type,rt,1,1,1,1.0,0.0,exact,queries/job/29b.sql
Hollywood200K,balanced_duckdb_pg_200k,JOB,29b,PostgreSQL,,role_type,rt,1,1,1,1.0,0.0,exact,queries/job/29b.sql
Hollywood200K,balanced_duckdb_pg_200k,JOB,29b,DuckDB,,title,t,2,1,3,3.0,0.47712125471966244,over,queries/job/29b.sql
Hollywood200K,balanced_duckdb_pg_200k,JOB,29b,PostgreSQL,,title,t,2,1,1,1.0,0.0,exact,queries/job/29b.sql
Hollywood200K,balanced_duckdb_pg_200k,JOB,29c,DuckDB,,comp_cast_type,cct1,1,1,1,1.0,0.0,exact,queries/job/29c.sql
Hollywood200K,balanced_duckdb_pg_200k,JOB,29c,PostgreSQL,,comp_cast_type,cct1,1,1,1,1.0,0.0,exact,queries/job/29c.sql
Hollywood200K,balanced_duckdb_pg_200k,JOB,29c,DuckDB,,comp_cast_type,cct2,1,1,1,1.0,0.0,exact,queries/job/29c.sql
Hollywood200K,balanced_duckdb_pg_200k,JOB,29c,PostgreSQL,,comp_cast_type,cct2,1,1,1,1.0,0.0,exact,queries/job/29c.sql
Hollywood200K,balanced_duckdb_pg_200k,JOB,29c,DuckDB,,cast_info,ci,1,1,942,942.0,2.9740509027928774,over,queries/job/29c.sql
Hollywood200K,balanced_duckdb_pg_200k,JOB,29c,PostgreSQL,,cast_info,ci,1,1,161,161.0,2.2068258760318495,over,queries/job/29c.sql
Hollywood200K,balanced_duckdb_pg_200k,JOB,29c,DuckDB,,company_name,cn,1,297,273,1.0879120879120878,-0.0365938022764563,under,queries/job/29c.sql
Hollywood200K,balanced_duckdb_pg_200k,JOB,29c,PostgreSQL,,company_name,cn,1,297,297,1.0,0.0,exact,queries/job/29c.sql
Hollywood200K,balanced_duckdb_pg_200k,JOB,29c,DuckDB,,info_type,it,1,1,2,2.0,0.3010299956639812,over,queries/job/29c.sql
Hollywood200K,balanced_duckdb_pg_200k,JOB,29c,PostgreSQL,,info_type,it,1,1,1,1.0,0.0,exact,queries/job/29c.sql
Hollywood200K,balanced_duckdb_pg_200k,JOB,29c,DuckDB,,info_type,it3,1,1,2,2.0,0.3010299956639812,over,queries/job/29c.sql
Hollywood200K,balanced_duckdb_pg_200k,JOB,29c,PostgreSQL,,info_type,it3,1,1,1,1.0,0.0,exact,queries/job/29c.sql
Hollywood200K,balanced_duckdb_pg_200k,JOB,29c,DuckDB,,keyword,k,1,1,2,2.0,0.3010299956639812,over,queries/job/29c.sql
Hollywood200K,balanced_duckdb_pg_200k,JOB,29c,PostgreSQL,,keyword,k,1,1,1,1.0,0.0,exact,queries/job/29c.sql
Hollywood200K,balanced_duckdb_pg_200k,JOB,29c,DuckDB,,movie_info,mi,2,17,1078499,63441.117647058825,4.8023708253763,over,queries/job/29c.sql
Hollywood200K,balanced_duckdb_pg_200k,JOB,29c,PostgreSQL,,movie_info,mi,2,17,521,30.647058823529413,1.4863888019212506,over,queries/job/29c.sql
Hollywood200K,balanced_duckdb_pg_200k,JOB,29c,DuckDB,,name,n,2,1,240000,240000.0,5.380211241711606,over,queries/job/29c.sql
Hollywood200K,balanced_duckdb_pg_200k,JOB,29c,PostgreSQL,,name,n,2,1,22,22.0,1.3424226808222062,over,queries/job/29c.sql
Hollywood200K,balanced_duckdb_pg_200k,JOB,29c,DuckDB,,role_type,rt,1,1,1,1.0,0.0,exact,queries/job/29c.sql
Hollywood200K,balanced_duckdb_pg_200k,JOB,29c,PostgreSQL,,role_type,rt,1,1,1,1.0,0.0,exact,queries/job/29c.sql
Hollywood200K,balanced_duckdb_pg_200k,JOB,29c,DuckDB,,title,t,1,18955,70291,3.7083091532577157,0.569175933120008,over,queries/job/29c.sql
Hollywood200K,balanced_duckdb_pg_200k,JOB,29c,PostgreSQL,,title,t,1,18955,19342,1.0204167765761012,0.008777590191115453,over,queries/job/29c.sql
Hollywood200K,balanced_duckdb_pg_200k,JOB,30a,DuckDB,,comp_cast_type,cct1,1,2,1,2.0,-0.3010299956639812,under,queries/job/30a.sql
Hollywood200K,balanced_duckdb_pg_200k,JOB,30a,PostgreSQL,,comp_cast_type,cct1,1,2,2,1.0,0.0,exact,queries/job/30a.sql
Hollywood200K,balanced_duckdb_pg_200k,JOB,30a,DuckDB,,comp_cast_type,cct2,1,1,1,1.0,0.0,exact,queries/job/30a.sql
Hollywood200K,balanced_duckdb_pg_200k,JOB,30a,PostgreSQL,,comp_cast_type,cct2,1,1,1,1.0,0.0,exact,queries/job/30a.sql
Hollywood200K,balanced_duckdb_pg_200k,JOB,30a,DuckDB,,cast_info,ci,1,1,942,942.0,2.9740509027928774,over,queries/job/30a.sql
Hollywood200K,balanced_duckdb_pg_200k,JOB,30a,PostgreSQL,,cast_info,ci,1,1,161,161.0,2.2068258760318495,over,queries/job/30a.sql
Hollywood200K,balanced_duckdb_pg_200k,JOB,30a,DuckDB,,info_type,it1,1,1,2,2.0,0.3010299956639812,over,queries/job/30a.sql
Hollywood200K,balanced_duckdb_pg_200k,JOB,30a,PostgreSQL,,info_type,it1,1,1,1,1.0,0.0,exact,queries/job/30a.sql
Hollywood200K,balanced_duckdb_pg_200k,JOB,30a,DuckDB,,info_type,it2,1,1,2,2.0,0.3010299956639812,over,queries/job/30a.sql
Hollywood200K,balanced_duckdb_pg_200k,JOB,30a,PostgreSQL,,info_type,it2,1,1,1,1.0,0.0,exact,queries/job/30a.sql
Hollywood200K,balanced_duckdb_pg_200k,JOB,30a,DuckDB,,keyword,k,1,7,4351,621.5714285714286,2.7934910432784603,over,queries/job/30a.sql
Hollywood200K,balanced_duckdb_pg_200k,JOB,30a,PostgreSQL,,keyword,k,1,7,7,1.0,0.0,exact,queries/job/30a.sql
Hollywood200K,balanced_duckdb_pg_200k,JOB,30a,DuckDB,,movie_info,mi,1,100183,1078499,10.765289520178074,1.0320257141711127,over,queries/job/30a.sql
Hollywood200K,balanced_duckdb_pg_200k,JOB,30a,PostgreSQL,,movie_info,mi,1,100183,98090,1.021337547150576,-0.009169298049455831,under,queries/job/30a.sql
Hollywood200K,balanced_duckdb_pg_200k,JOB,30a,DuckDB,,name,n,1,245338,240000,1.0222416666666667,-0.009553578864002293,under,queries/job/30a.sql
Hollywood200K,balanced_duckdb_pg_200k,JOB,30a,PostgreSQL,,name,n,1,245338,245520,1.0007418337151195,0.0003220548481578285,over,queries/job/30a.sql
